id,label,description,url,x,y,weight,cluster
52,melkonian (2013),"<table><tr><td>Authors:</td><td>melkonian, s; argos, m; hall, mn; chen, y; parvez, f; pierce, b; cao, hy; aschebrook-kilfoy, b; ahmed, a; islam, t; slavcovich, v; gamble, m; haris, pi; graziano, jh; ahsan, h</td></tr><tr><td>Title:</td><td>urinary and dietary analysis of 18,470 bangladeshis reveal a correlation of rice consumption with arsenic exposure and toxicity</td></tr><tr><td>Source:</td><td>plos one</td></tr><tr><td>Volume:</td><td>8</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jhazmat.2012.06.045,0.6595,0.2948,1,1
53,pan (2013),"<table><tr><td>Authors:</td><td>pan, wc; seow, wj; kile, ml; hoffman, eb; quamruzzaman, q; rahman, m; mahiuddin, g; mostofa, g; lu, q; christiani, dc</td></tr><tr><td>Title:</td><td>association of low to moderate levels of arsenic exposure with risk of type 2 diabetes in bangladesh</td></tr><tr><td>Source:</td><td>american journal of epidemiology</td></tr><tr><td>Volume:</td><td>178</td></tr><tr><td>Issue:</td><td>10</td></tr><tr><td>Pages:</td><td>1563-1570</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0080691,1.1162,0.011,1,1
54,lineberger (2013),"<table><tr><td>Authors:</td><td>lineberger, em; badruzzaman, abm; ali, ma; polizzotto, ml</td></tr><tr><td>Title:</td><td>arsenic removal from flowing irrigation water in bangladesh: impacts of channel properties</td></tr><tr><td>Source:</td><td>journal of environmental quality</td></tr><tr><td>Volume:</td><td>42</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Pages:</td><td>1733-1742</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1093/aje/kwt195,-0.7139,0.4486,1,3
55,chakraborti (2013),"<table><tr><td>Authors:</td><td>chakraborti, d; rahman, mm; das, b; nayak, b; pal, a; sengupta, mk; hossain, ma; ahamed, s; sahu, m; saha, kc; mukherjee, sc; pati, s; dutta, rn; quamruzzaman, q</td></tr><tr><td>Title:</td><td>groundwater arsenic contamination in ganga-meghna-brahmaputra plain, its health effects and an approach for mitigation</td></tr><tr><td>Source:</td><td>environmental earth sciences</td></tr><tr><td>Volume:</td><td>70</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Pages:</td><td>1993-2008</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.2134/jeq2013.05.0191,0.1193,-0.0004,1,1
56,mostafa (2013),"<table><tr><td>Authors:</td><td>mostafa, mg; cherry, n</td></tr><tr><td>Title:</td><td>arsenic in drinking water and renal cancers in rural bangladesh</td></tr><tr><td>Source:</td><td>occupational and environmental medicine</td></tr><tr><td>Volume:</td><td>70</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Pages:</td><td>768-773</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s12665-013-2699-y,0.6732,-0.1835,1,1
57,parvez (2013),"<table><tr><td>Authors:</td><td>parvez, f; chen, y; yunus, m; olopade, c; segers, s; slavkovich, v; argos, m; hasan, r; ahmed, a; islam, t; akter, mm; graziano, jh; ahsan, h</td></tr><tr><td>Title:</td><td>arsenic exposure and impaired lung function findings from a large population-based prospective cohort study</td></tr><tr><td>Source:</td><td>american journal of respiratory and critical care medicine</td></tr><tr><td>Volume:</td><td>188</td></tr><tr><td>Issue:</td><td>7</td></tr><tr><td>Pages:</td><td>813-819</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1136/oemed-2013-101443,0.9872,-0.1199,1,1
58,warren (2013),"<table><tr><td>Authors:</td><td>warren, jl; perez-heydrich, c; yunus, m</td></tr><tr><td>Title:</td><td>bayesian spatial design of optimal deep tube well locations in matlab, bangladesh</td></tr><tr><td>Source:</td><td>environmetrics</td></tr><tr><td>Volume:</td><td>24</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Pages:</td><td>377-386</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1164/rccm.201212-2282oc,0.2161,-0.454,1,4
59,karim (2013),"<table><tr><td>Authors:</td><td>karim, mr; rahman, m; islam, k; al mamun, a; hossain, s; hossain, e; aziz, a; yeasmin, f; agarwal, s; hossain, mi; saud, za; nikkon, f; hossain, m; mandal, a; jenkins, ro; haris, pi; miyataka, h; himeno, s; hossain, k</td></tr><tr><td>Title:</td><td>increases in oxidized low-density lipoprotein and other inflammatory and adhesion molecules with a concomitant decrease in high-density lipoprotein in the individuals exposed to arsenic in bangladesh</td></tr><tr><td>Source:</td><td>toxicological sciences</td></tr><tr><td>Volume:</td><td>135</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>17-25</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1002/env.2218,1.1033,0.0361,1,1
60,bose (2013),"<table><tr><td>Authors:</td><td>bose, r; de, a</td></tr><tr><td>Title:</td><td>arsenic contamination: unavoidable natural phenomenon or an anthropogenic crisis</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences india section a-physical sciences</td></tr><tr><td>Volume:</td><td>83</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>181-185</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1093/toxsci/kft130,0.1988,-0.1197,1,1
61,smith (2013),"<table><tr><td>Authors:</td><td>smith, ah; yunus, m; khan, a; ercumen, a; yuan, y; smith, mh; liaw, j; balmes, j; von ehrenstein, o; raqib, r; kalman, d; alam, ds; streatfield, pk; steinmaus, c</td></tr><tr><td>Title:</td><td>chronic respiratory symptoms in children following in utero and early life exposure to arsenic in drinking water in bangladesh</td></tr><tr><td>Source:</td><td>international journal of epidemiology</td></tr><tr><td>Volume:</td><td>42</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>1077-1086</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s40010-013-0072-x,0.9562,-0.0356,1,1
62,chen (2013),"<table><tr><td>Authors:</td><td>chen, y; wu, f; graziano, jh; parvez, f; liu, ml; paul, rr; shaheen, i; sarwar, g; ahmed, a; islam, t; slavkovich, v; rundek, t; demmer, rt; desvarieux, m; ahsan, h</td></tr><tr><td>Title:</td><td>arsenic exposure from drinking water, arsenic methylation capacity, and carotid intima-media thickness in bangladesh</td></tr><tr><td>Source:</td><td>american journal of epidemiology</td></tr><tr><td>Volume:</td><td>178</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>372-381</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1093/ije/dyt120,1.0876,0.1761,1,1
63,polizzotto (2013),"<table><tr><td>Authors:</td><td>polizzotto, ml; lineberger, em; matteson, ar; neumann, rb; badruzzaman, abm; ali, ma</td></tr><tr><td>Title:</td><td>arsenic transport in irrigation water across rice-field soils in bangladesh</td></tr><tr><td>Source:</td><td>environmental pollution</td></tr><tr><td>Volume:</td><td>179</td></tr><tr><td>Pages:</td><td>210-217</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1093/aje/kwt001,-0.6711,0.2844,1,3
64,amrose (2013),"<table><tr><td>Authors:</td><td>amrose, s; gadgil, a; srinivasan, v; kowolik, k; muller, m; huang, j; kostecki, r</td></tr><tr><td>Title:</td><td>arsenic removal from groundwater using iron electrocoagulation: effect of charge dosage rate</td></tr><tr><td>Source:</td><td>journal of environmental science and health part a-toxic/hazardous substances & environmental engineering</td></tr><tr><td>Volume:</td><td>48</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>1019-1030</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.envpol.2013.04.025,-1.0298,0.0439,1,2
65,huang (2013),"<table><tr><td>Authors:</td><td>huang, yc; hung, wc; chen, wt; yu, hs; chai, cy</td></tr><tr><td>Title:</td><td>expression of wwox and fhit is downregulated by exposure to arsenite in human uroepithelial cells</td></tr><tr><td>Source:</td><td>toxicology letters</td></tr><tr><td>Volume:</td><td>220</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>118-125</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1080/10934529.2013.773215,0.7602,-0.1185,1,1
66,winston (2013),"<table><tr><td>Authors:</td><td>winston, jj; escamilla, v; perez-heydrich, c; carrel, m; yunus, m; streatfield, pk; emch, m</td></tr><tr><td>Title:</td><td>protective benefits of deep tube wells against childhood diarrhea in matlab, bangladesh</td></tr><tr><td>Source:</td><td>american journal of public health</td></tr><tr><td>Volume:</td><td>103</td></tr><tr><td>Issue:</td><td>7</td></tr><tr><td>Pages:</td><td>1287-1291</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.toxlet.2013.04.007,0.1743,-0.4674,1,4
67,chen (2013),"<table><tr><td>Authors:</td><td>chen, y; wu, f; liu, ml; parvez, f; slavkovich, v; eunus, m; ahmed, a; argos, m; islam, t; rakibuz-zaman, m; hasan, r; sarwar, g; levy, d; graziano, j; ahsan, h</td></tr><tr><td>Title:</td><td>a prospective study of arsenic exposure, arsenic methylation capacity, and risk of cardiovascular disease in bangladesh</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>121</td></tr><tr><td>Issue:</td><td>7</td></tr><tr><td>Pages:</td><td>832-838</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.2105/ajph.2012.300975,1.3412,0.0207,1,1
68,george (2013),"<table><tr><td>Authors:</td><td>george, cm; gamble, m; slavkovich, v; levy, d; ahmed, a; ahsan, h; graziano, j</td></tr><tr><td>Title:</td><td>a cross-sectional study of the impact of blood selenium on blood and urinary arsenic concentrations in bangladesh</td></tr><tr><td>Source:</td><td>environmental health</td></tr><tr><td>Volume:</td><td>12</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1289/ehp.1205797,0.9001,0.0107,1,1
69,begum (2013),"<table><tr><td>Authors:</td><td>begum, a; mustafa, ai; amin, mn; chowdhury, tr; quraishi, sb; banu, n</td></tr><tr><td>Title:</td><td>levels of heavy metals in tissues of shingi fish (heteropneustes fossilis) from buriganga river, bangladesh</td></tr><tr><td>Source:</td><td>environmental monitoring and assessment</td></tr><tr><td>Volume:</td><td>185</td></tr><tr><td>Issue:</td><td>7</td></tr><tr><td>Pages:</td><td>5461-5469</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1186/1476-069x-12-52,-0.863,0.6826,1,3
70,kato (2013),"<table><tr><td>Authors:</td><td>kato, m; kumasaka, my; ohnuma, s; furuta, a; kato, y; shekhar, hu; kojima, m; koike, y; thang, nd; ohgami, n; ly, tb; jia, xf; yetti, h; naito, h; ichihara, g; yajima, i</td></tr><tr><td>Title:</td><td>comparison of barium and arsenic concentrations in well drinking water and in human body samples and a novel remediation system for these elements in well drinking water</td></tr><tr><td>Source:</td><td>plos one</td></tr><tr><td>Volume:</td><td>8</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s10661-012-2959-4,0.404,0.0998,1,1
71,gardner (2013),"<table><tr><td>Authors:</td><td>gardner, rm; kippler, m; tofail, f; bottai, m; hamadani, j; grander, m; nermell, b; palm, b; rasmussen, km; vahter, m</td></tr><tr><td>Title:</td><td>environmental exposure to metals and childrens growth to age 5 years: a prospective cohort study</td></tr><tr><td>Source:</td><td>american journal of epidemiology</td></tr><tr><td>Volume:</td><td>177</td></tr><tr><td>Issue:</td><td>12</td></tr><tr><td>Pages:</td><td>1356-1367</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0066681,1.6608,-0.0289,1,1
72,george (2013),"<table><tr><td>Authors:</td><td>george, cm; factor-litvak, p; khan, k; islam, t; singha, a; moon-howard, j; van geen, a; graziano, jh</td></tr><tr><td>Title:</td><td>approaches to increase arsenic awareness in bangladesh: an evaluation of an arsenic education program</td></tr><tr><td>Source:</td><td>health education & behavior</td></tr><tr><td>Volume:</td><td>40</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>331-338</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1093/aje/kws437,0.5654,-0.3012,1,1
73,ravenscroft (2013),"<table><tr><td>Authors:</td><td>ravenscroft, p; mcarthur, jm; hoque, ma</td></tr><tr><td>Title:</td><td>stable groundwater quality in deep aquifers of southern bangladesh: the case against sustainable abstraction</td></tr><tr><td>Source:</td><td>science of the total environment</td></tr><tr><td>Volume:</td><td>454</td></tr><tr><td>Pages:</td><td>627-638</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1177/1090198112454735,-0.0827,-0.3942,1,4
74,rahman (2013),"<table><tr><td>Authors:</td><td>rahman, imm; begum, za; sawai, h; maki, t; hasegawa, h</td></tr><tr><td>Title:</td><td>decontamination of spent iron-oxide coated sand from filters used in arsenic removal</td></tr><tr><td>Source:</td><td>chemosphere</td></tr><tr><td>Volume:</td><td>92</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>196-200</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2013.02.071,-0.9053,0.0794,1,2
75,argos (2013),"<table><tr><td>Authors:</td><td>argos, m; rahman, m; parvez, f; dignam, j; islam, t; quasem, i; hore, sk; haider, at; hossain, z; patwary, ti; rakibuz-zaman, m; sarwar, g; la porte, p; harjes, j; anton, k; kibriya, mg; jasmine, f; khan, r; kamal, m; shea, cr; yunus, m; baron, ja; ahsan, h</td></tr><tr><td>Title:</td><td>baseline comorbidities in a skin cancer prevention trial in bangladesh</td></tr><tr><td>Source:</td><td>european journal of clinical investigation</td></tr><tr><td>Volume:</td><td>43</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Pages:</td><td>579-588</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.chemosphere.2013.03.024,1.0582,0.0758,1,1
76,neumann (2013),"<table><tr><td>Authors:</td><td>neumann, a; kaegi, r; voegelin, a; hussam, a; munir, akm; hug, sj</td></tr><tr><td>Title:</td><td>arsenic removal with composite iron matrix filters in bangladesh: a field and laboratory study</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Volume:</td><td>47</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>4544-4554</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1111/eci.12085,-0.6598,-0.0534,1,2
77,abou-donia (2013),"<table><tr><td>Authors:</td><td>abou-donia, mb; salama, m; islam, m</td></tr><tr><td>Title:</td><td>autoantibodies against cytoskeletal neuronal proteins in sera of arsenic-exposed subjects correlate with neurological symptoms</td></tr><tr><td>Source:</td><td>toxicological and environmental chemistry</td></tr><tr><td>Volume:</td><td>95</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Pages:</td><td>823-836</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1021/es305176x,0.3283,-0.1189,1,1
78,inauen (2013),"<table><tr><td>Authors:</td><td>inauen, j; tobias, r; mosler, hj</td></tr><tr><td>Title:</td><td>predicting water consumption habits for seven arsenic-safe water options in bangladesh</td></tr><tr><td>Source:</td><td>bmc public health</td></tr><tr><td>Volume:</td><td>13</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1080/02772248.2013.796787,0.2308,-0.563,1,4
79,saha (2013),"<table><tr><td>Authors:</td><td>saha, n; zaman, mr</td></tr><tr><td>Title:</td><td>evaluation of possible health risks of heavy metals by consumption of foodstuffs available in the central market of rajshahi city, bangladesh</td></tr><tr><td>Source:</td><td>environmental monitoring and assessment</td></tr><tr><td>Volume:</td><td>185</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Pages:</td><td>3867-3878</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1186/1471-2458-13-417,-0.8575,0.7228,1,3
80,li (2013),"<table><tr><td>Authors:</td><td>li, x; li, b; xi, sh; zheng, qm; wang, d; sun, gf</td></tr><tr><td>Title:</td><td>association of urinary monomethylated arsenic concentration and risk of hypertension: a cross-sectional study from arsenic contaminated areas in northwestern china</td></tr><tr><td>Source:</td><td>environmental health</td></tr><tr><td>Volume:</td><td>12</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s10661-012-2835-2,1.2672,0.0961,1,1
82,mailloux (2013),"<table><tr><td>Authors:</td><td>mailloux, bj; trembath-reichert, e; cheung, j; watson, m; stute, m; freyer, ga; ferguson, as; ahmed, km; alam, mj; buchholz, ba; thomas, j; layton, ac; zheng, y; bostick, bc; van geen, a</td></tr><tr><td>Title:</td><td>advection of surface-derived organic carbon fuels microbial reduction in bangladesh groundwater</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Volume:</td><td>110</td></tr><tr><td>Issue:</td><td>14</td></tr><tr><td>Pages:</td><td>5331-5335</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1186/1476-069x-12-37,-0.5625,-0.2795,1,2
83,chen (2013),"<table><tr><td>Authors:</td><td>chen, y; wu, f; parvez, f; ahmed, a; eunus, m; mcclintock, tr; patwary, ti; islam, t; ghosal, ak; islam, s; hasan, r; levy, d; sarwar, g; slavkovich, v; van geen, a; graziano, jh; ahsan, h</td></tr><tr><td>Title:</td><td>arsenic exposure from drinking water and qt-interval prolongation: results from the health effects of arsenic longitudinal study</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>121</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>427-432</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",,1.1947,-0.0067,1,1
84,weiss (2013),"<table><tr><td>Authors:</td><td>weiss, d; khondoker, r</td></tr><tr><td>Title:</td><td>evaluation of as(iii) and sb(iii) adsorption to paddy soils from irrigated rice fields in bangladesh</td></tr><tr><td>Source:</td><td>journal of the brazilian chemical society</td></tr><tr><td>Volume:</td><td>24</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>690-694</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1073/pnas.1213141110,-0.9137,0.1509,1,2
